"X","Y","",""
445603.796239154,219464.717546932,36655.4460497772,57022.1189141689
466354.420314263,315468.119380363,-71183.6695425239,-111530.282858204
442512.906746555,324232.949833925,-85265.3577179492,-97801.6711975994
484766.801445645,242274.243991597,34295.9263634901,-35684.3107750723
456399.491700395,294643.913120822,-17854.954103484,-62610.5784793213
437689.497892006,285457.284982627,-19430.6148110557,-142463.521473524
494173.605065002,328936.080731597,-70293.6352533507,-127398.231441701
435434.185217986,337537.680794775,-58125.2270959893,-95845.3868955937
513206.16608108,239225.456088901,128605.611504047,200967.361016154
511785.865331077,335386.219079844,89722.5228895845,67748.1276861588
487200.949008011,287518.914859677,78255.9606521762,-105673.465000227
479023.873459587,321718.878901808,-78182.1603887138,-105451.78340557
436049.053779428,331847.300188364,-56618.9483501852,-127239.718830215
445337.18575889,295362.200051227,18245.5039075008,-110541.745837323
437313.991148639,325030.919627933,-65288.0448911286,-117875.136601301
460045.171234927,355930.454070121,5992.18376757026,-126735.758027745
459314.824844771,335604.622006823,-81670.7533999885,-144198.011448983
367527.444947677,263082.831614376,10206.9923658739,-12083.8378803097
480604.0106475,361948.1542758,157889.676822754,1397.52416373312
415947.236955072,290172.86926435,-75592.9795694947,118447.483549722
491472.957252871,420454.721880003,36269.6328056732,-49496.9174881238
545060.252852065,369602.883604076,-1759.45818515409,268490.848084629
415212.124532699,340440.04136458,-22322.6910815333,-103136.581441852
447250.339720208,322163.509406017,-75315.7367436125,-80943.2275237361
477626.116220609,261879.553165742,67241.0107689415,-97433.1017430794
501409.297010367,324130.720924049,64979.276110531,-73099.2073043667
492937.997173,308698.658249063,71107.3885845404,-27577.1016658236
555997.539449949,315678.980479328,-87666.3709980303,-66532.4291064409
461947.873206256,331363.524889778,-78975.2592481387,-129838.965462094
500471.388617101,347530.233120507,-9300.69937837875,-75966.3397891217
508357.152149113,298917.988436048,-93917.1566450161,-69842.5854192953
745101.481303534,317554.861787905,106729.82387089,345788.603823269
468576.292093922,274880.172555156,-29267.3047702961,-85314.1303459091
449560.555907798,367953.329390919,-85557.1301818136,-88862.0325084554
387773.932612777,303708.845467665,-68747.2430360284,-79540.226312111
453393.034612507,272999.317889412,35731.4279672316,-31700.2489053012
486799.069852877,339210.167477598,120920.644428515,-73504.8068831314
486605.786492024,195929.71832048,-31554.8970585705,192216.514410511
506087.767212236,317211.435706267,7088.53986887341,264636.957946497
478691.916896999,222444.346616695,132184.851982987,-34248.192710073
746163.534611193,216258.471264193,122752.362760944,68266.0192068244
482127.024288959,295693.736102049,-63633.253175529,-88438.5674250931
366806.987747192,323179.033256361,57613.1568692343,-110784.171367163
486867.038877053,287272.500476434,-48738.9921386157,-96942.4565922444
489127.28292073,245499.061099415,-14858.3811033068,-17026.3902084121
485528.096854999,306227.265702144,-19519.0747144939,-478.933029302425
433749.818625057,327919.503133928,-548.163037902123,-115673.37512223
472630.363199101,348820.522125712,-31118.248496871,-121451.951707331
376282.426442876,285396.309109707,-106508.170273072,-16710.4229241203
497117.394460647,304229.044818102,-7012.47644284392,-114286.379412546
422985.317921025,315377.454699293,-176000.291150087,-30063.4417627487
420315.480848328,275583.877540872,16451.1918727657,-97722.5277028955
412313.216919797,229229.531543515,94671.3839425458,-50832.0997579857
558702.204537534,315676.276314925,56167.0146481446,112154.779117925
454087.337466117,282740.451611451,-6107.56041873788,-129622.309593471
462499.722604381,289160.909464739,-104162.562040433,-111143.319442264
430654.895900574,345271.289395402,74803.8620864303,-91515.2836175728
482365.087124882,349158.300495755,47311.9558290686,-83600.5796123245
438964.385286036,323158.167107494,-76099.7072215492,-120764.376438766
438220.269028682,296295.226705863,15966.5451398886,-155310.3513118
394488.51793614,304190.51583974,11454.3820422451,-113422.073844118
397927.083820077,250545.902111024,-7191.61971233379,-116603.579479042
443695.778589889,385373.913303273,-45606.9215552265,13489.3422623075
416360.972766044,298889.861326477,27328.3790474556,-139560.198495711
435198.305538667,306655.306964679,110752.04819219,-118781.827363727
508688.975750847,355147.131743638,-35159.2377525805,-68832.5184041478
473071.551917789,313966.406254249,-28880.3997409037,-100497.707614644
432835.565112722,342500.568399457,-46656.6243425093,25007.4620292633
545536.542253378,352581.658144626,13086.3712163921,-31132.580512844
473969.10175973,349587.371641174,-53810.683715135,-79258.3244917385
423415.709870672,308348.792787077,-42089.5531984302,-54847.0680206958
482893.619493448,392044.443300455,4125.06799558469,-106203.786714985
421977.118105888,344119.106357272,-16984.1417490888,-74083.6468090883
412326.624310101,324641.583144336,-11498.7892105458,-132168.31960343
452273.011623344,328940.623713183,85633.9508296432,-132509.287560767
491503.982550168,367649.715681818,29944.7922343822,11756.7289282464
480572.862501647,331357.64764948,-70565.2848414698,-77212.2902071747
504366.275771347,317318.934938201,62688.3029831527,-46522.9869420751
418782.655457368,281880.121334146,-94137.801306719,-94975.250783844
444259.375654189,296857.532966388,104010.519614187,-49675.4776920997
430213.431715354,327937.05066554,-77241.1224973677,-140589.023516903
424717.543035851,293429.242160897,-56103.0536881041,-88547.4163802702
490372.317910168,349001.516551572,-30359.1050477752,-126222.603316315
481305.774029634,362477.344749611,-63764.2006097335,-68139.8305936905
510738.127581975,380109.968058622,-58747.5883028663,-14340.4426983244
423109.916168804,267114.440848802,79090.7286131654,-164660.836032547
198088.919165163,267871.868533865,37235.0628747991,-116087.983746831
290260.661456401,231765.78764927,-1236.50077493209,178202.794444076
325834.816777328,430663.249914271,-29729.5110045187,-70582.6910024379
434909.165369843,330626.290238269,-85366.8415856295,-78670.5280130369
444941.560854548,350260.136564486,14940.8773324893,-23496.3085920704
511582.235769228,270834.942349253,159923.541785724,203095.106135557
688277.747278811,372570.590338642,130488.708481267,158175.32966929
658394.705590454,276671.417416739,110713.551111077,113720.704112778
426236.382841877,283859.33208179,17536.4519847817,-102805.647837597
548645.886303082,264864.56977382,-3228.33153809726,-43976.8257294628
524320.645219444,313400.862760153,145166.825195659,-119417.660963453
512233.164387277,360891.622759711,80980.6771383168,-52388.1250148732
653212.209142824,112565.313337977,13237.9801809338,436794.848207301
417107.580103641,139880.290830837,-245946.797747012,770338.940702296
471298.109423952,309341.928595139,-7027.66601705724,-143642.925240402
592419.120289173,295140.79149547,146137.47160579,111911.121556596
317760.653186704,234308.428660683,-81588.6468376766,-77141.8348439863
355931.417163248,243184.192937071,-164013.049352467,-33798.4365222481
390127.503261281,208090.040951418,2087.87613994244,-108126.665687201
415952.915855947,263691.690355578,45561.6581324359,-128603.0774567
442868.471848651,315899.196497908,-36866.3076001348,-146952.40448119
297707.067391405,225409.435949521,-46538.4660474229,-132990.741547475
387246.617743574,292928.550507162,-67841.94620903,-139291.817550571
296826.089898275,242371.906877682,1715.19709602912,-62287.5736722388
279186.84334359,122822.789313433,167799.938367342,25676.0150250979
486578.807120492,342722.643861754,87607.8427640555,-79818.2127275489
118340.200944675,122903.571404071,-176991.901203435,365223.992433947
436788.26891285,373782.666193744,16469.8112767196,-95648.4851295411
433842.887473547,238250.965365363,35392.5065920223,-129925.744822284
355402.856260633,262944.86283612,879.3150006551,-79116.4982065882
435686.535713422,263257.917607295,13468.1364223467,-76413.1473929852
411231.749053318,326571.177696271,-25189.7527542552,-131176.703315545
324837.620913838,284373.014692842,-122910.348481685,-96348.1373109305
326562.831645209,234619.65880451,35546.3417471417,20878.0177802573
440374.775525198,294446.544237979,-48473.1797584233,-108267.825016561
381474.017196602,275139.758686522,-37739.7347849387,-113756.346781899
331085.738112719,248919.186918795,29628.218619583,-30386.6554782874
464041.719322602,220396.275390811,79405.8793217368,-40137.6535312138
591179.140552255,139794.271722429,128044.350335538,127137.624559911
456455.361817358,194230.805962093,12317.7819587555,-5908.01957778994
514594.567254459,207811.704842443,7638.47713089404,-71616.5304570552
467770.887809761,261689.39700852,-42235.3207952841,-89388.2230337391
482271.969717601,287429.302422401,-22851.3539658467,-78160.1183946029
477708.088432671,244537.36050375,71065.3358013671,-105726.570208863
467555.559250802,284169.615148336,99627.5265220288,-87186.9994505315
440951.67857637,263605.478966817,-5018.78487587323,-83693.5017752073
457397.769169698,261835.246311505,12617.4010995497,-126935.68042838
505191.620478509,290992.8091946,-8756.99637064686,-68855.8578177871
380305.672388882,222649.760094984,60701.6414552946,-58526.0618722791
610327.744843383,331449.008851945,148933.639374658,117378.753784019
588722.958588116,259032.364525683,79004.9840579671,85305.9337942762
544325.955698992,359707.10395947,-31419.775507326,-32637.4235551034
537366.814803009,292594.86083949,158389.390664747,-16829.0668999726
472570.405456432,287517.699318526,54075.2576585061,-144219.94832818
391063.961238272,278139.723188771,96446.860888189,31191.5071312563
494207.723067586,294247.624468287,4879.4371101211,-92530.6037287968
476904.33566968,270178.258260186,38177.7722029413,-121178.087176449
452515.341713678,167884.38191523,-70837.7804234459,-30044.2797729883
507906.778506324,222979.90226459,66478.117983058,8622.23516785639
472019.309906315,247024.555535907,47440.1014655807,-87365.3422115164
449910.755772399,331676.02079356,29376.7788825633,-75278.3700221425
450213.996243841,417680.194509689,80747.225633702,-71274.0630948369
493222.067586994,351063.170463659,77924.0014152766,-95767.1086576167
476887.289939179,309252.089007282,32827.2882041319,16884.6073247158
458954.902256984,312228.23903731,-61365.8869129959,-118067.839483943
489069.567205189,324453.578698129,51507.6623628103,-70923.986665786
455622.815483861,313740.817172701,20834.3354606501,-64903.7805126966
434561.147318804,290693.493837007,30441.4339062972,-14735.5738159189
444891.135020035,331501.328861773,-40658.3161096786,-79968.907177235
542138.45175002,245071.453694346,4671.61588254556,286500.018896944
637784.591174104,317427.802029828,97520.6819446545,85644.8952662795
497742.066941818,210298.590158986,88255.4528719169,21043.4553802577
536815.664336703,252396.083278285,-44129.3013055621,-38022.171020646
568119.179899247,323554.673223625,-56673.712367259,-70625.6252893325
496876.019107079,344005.557153499,-66851.2089604836,-96474.1797391996
487059.013023445,315490.409481348,108977.47655118,-8372.6876056953
474011.479428173,369898.410943533,-87109.7996136611,-124001.063105292
435451.349169362,365383.963248682,-29503.0828242116,-45198.895450396
365380.636228977,320109.421347916,-12700.3747266783,-127828.621797619
504806.599947496,368171.458627644,-89640.4023598117,-92046.1135242238
477805.274670838,332334.939063974,-73325.3804042946,-107058.724670505
524563.635484894,408746.141316286,-64160.6200700961,-8379.43979951498
372690.283703126,337385.910649789,-83649.6237665476,33510.9695144501
445358.055420582,369129.764565158,-86465.3236161408,-125094.485368809
567280.132015366,399132.133170111,146946.334609217,12166.4608802864
401543.009586811,343577.616708638,-52462.8378921555,-119288.469589489
472176.728039418,319550.789810214,32301.8774388935,-91822.9701708676
444132.306945519,348191.482795371,21303.1352050634,-122884.546001718
467290.528147985,198651.096584803,-31735.4892515139,217032.018993967
478725.757835433,343233.709000024,-92259.9403747141,-117515.950760266
485697.897411124,313012.644828892,-43950.2647161598,-48078.5503604283
503869.639740364,338381.7104941,86274.5119288023,-103369.521184101
468123.525249354,355477.273569921,-69416.3787366657,-136159.046762019
475427.028634679,341663.836598091,-104471.610018803,-106406.630089521
458004.467851421,336261.17404159,20944.0453018923,-135396.500971469
316405.168109588,241945.6545277,-15908.3898173346,-83744.0273723211
443081.978234118,330083.728289945,-121843.593952651,-95707.1454984724
395492.951775497,233515.443256499,-15701.7448243063,-133645.3776243
493069.203652286,349207.619121618,-13931.2219660455,-102417.43961027
425915.93197531,275998.23690288,43430.4565762836,-94199.8161291413
364615.26088681,316548.928384057,-46888.1748078587,-46842.5729344463
427428.177114395,321244.277699027,-73042.4631601553,-129317.594511475
508524.453461878,340743.921100942,-90056.8953087822,-40109.3257746958
497424.705152309,458138.757431444,100386.827784459,222121.925874515
450902.148437773,272013.100001549,54175.1430007124,-102027.942238942
540066.615179559,376827.54435796,-68091.7877762387,21090.8506516802
596515.014982135,482615.644747528,130871.942958767,134547.699648805
485048.847828699,346803.739983377,144649.328252229,48795.1756884807
444053.469056412,425148.991484337,18161.6626142034,-52391.0067113578
422101.464842496,230567.038955634,98504.6837587338,-31240.5299265086
396346.690604222,225429.214366434,37771.7042687064,-64635.4564124083
539754.66956873,243789.659229271,133877.368153846,38954.8628486443
389099.489221629,335645.266115509,58794.7729850268,-101755.187897875
381342.117095427,305903.621469186,-44297.1524904638,3175.08483235972
544540.193215286,283259.654447232,173814.110039192,-52049.7079968412
415760.724407544,443701.816195347,-38998.137907017,187695.86467008
572750.80083167,340141.165471659,-14770.1368357072,42043.4652512817
458584.689612528,384020.547709151,-104949.681872945,-96559.4111302173
560607.676030426,322223.614286726,107881.80023176,87812.633378626
481464.994981102,313424.46313434,11318.9031227172,-126564.62646407
453535.048385988,322152.708172864,146898.904161364,-132388.37028908
458577.363863985,310826.287850961,-7611.26226813109,-84173.1337048271
413929.667126336,274932.115797542,96756.6532762213,57073.6544964529
455373.473680319,306467.167440938,36850.0166982665,-127167.839048623
462544.556439187,327053.935154103,-55759.699982173,-143560.989382562
423788.262020695,309220.202159963,-77081.1049060813,-145605.592487589
335124.452896635,330554.866238116,-70976.1122364078,111881.494062532
438057.840168954,359322.156815556,93979.2973545454,-84479.5950321573
401408.886845289,282671.612263183,-47457.2575208534,-96526.8194067137
395901.187822689,304178.45296708,-27809.4551524173,-121346.852405648
521385.298983023,303016.341551374,193789.655624245,38437.9457938468
509584.601188141,133964.920030371,82661.6584560255,311831.803484763
449723.040379478,329094.221319667,103427.020948849,-24834.4593971217
299548.697435947,126791.459685052,-77446.9510744546,86466.6846443174
445286.829535586,347178.272065306,-71534.9556631188,-63001.6945909779
419223.561151561,253594.137122642,8693.29984611577,-44463.5121433698
325832.10371993,257683.431109841,32038.7500592342,-99033.4172997116
432210.098483148,287959.97753621,50092.0816600939,-80330.9084315005
461060.331832225,312795.129267892,-31739.8918397054,-97172.2522038406
381158.041184642,215036.91737206,-112637.216119645,-90922.2400027983
390836.228397519,293649.298993504,90724.4912514707,22326.6616643359
405533.156104374,311123.197458233,-28602.9963662437,-95763.9505776387
422934.161909878,235487.489332667,-122124.440694174,415294.182547687
447041.677735542,260815.088950559,2785.00790690005,-45959.1994495176
454501.500463905,155891.292821072,125761.0220712,-76785.3065166094
534477.274498634,220291.046090299,180914.32214236,35849.3303891465
387847.019609278,261380.898024063,-87036.4218963745,-18782.1992293119
394649.683871926,369316.0073737,8017.07415117483,-11549.4505945641
491649.27334769,313207.339727278,13436.5227112362,154671.419485259
470334.142894058,288273.235768851,-38843.844823686,-58785.6028091212
435190.313238466,328177.898855714,-84527.962453142,-104119.454614454
387697.456579721,324976.08168276,72736.5831918543,-52690.4004127653
335812.291408979,261652.507726383,58507.9145539083,-47731.5081097189
374729.737102162,238027.171395414,92828.5374977531,-4009.28320932671
384401.85945753,291584.74422833,-120736.905397538,-61370.2269387898
663943.463700528,328228.633159702,3670.14725668241,427091.443408361
490908.595397945,293569.562951525,-20352.2282380851,-118311.025200105
475103.85398866,324102.619266865,62239.2413179965,-108973.337556645
400305.107829661,226112.378352919,71520.126561573,132127.447394798
420084.998334239,225318.311239637,117515.122300188,-22325.3566477668
297024.072402783,188998.004180247,-8720.85568547419,-51157.3085713954
432240.130923809,324452.297958832,-34186.3624948223,104062.506131838
464704.324712498,359043.514702121,-82766.5622468528,-103769.628258441
437192.142702373,329187.723557354,-93426.2295281431,-134895.72180506
527389.492107239,276999.697268806,65802.0460477739,-58828.3465180376
415305.094538601,387635.279805774,-23998.6659644072,-28748.3947825264
543084.790874958,196066.601745126,144526.111341451,176194.118107911
567923.145704178,197482.051019062,67685.2954647437,38927.1480230227
392875.500370256,335336.895053567,-49751.1380000354,-51255.3842600165
478965.703021952,266397.998039554,139133.898962817,-123481.265059516
450066.535399647,316780.559706203,-133572.63016648,-9199.49953541884
193004.326381238,237808.660115986,46520.950791847,-135827.003080783
447269.472548024,339870.745957424,-74145.4001176874,-152357.643208766
470361.868919013,339633.709646546,-8767.3603186371,-102583.372986074
422313.589132854,358257.854082412,-108485.414152974,-116318.918552367
361304.726093618,292577.797634218,10717.9993360319,-100220.802801593
426806.792873407,350162.958524154,6545.45437953605,-127995.183997356
547141.523907636,466204.529942439,66675.5723818601,42297.3766747655
488401.844853716,293337.836788251,122463.100935723,-54894.9183317494
399327.148633261,294465.674994046,-5480.70168260809,-125960.986765622
486904.856366118,384707.173981782,-61191.5139328761,-88723.1768783563
438656.552456955,409984.26202502,75391.5449811691,45329.5268287475
437518.845525723,483135.721160871,85304.8969253459,17343.5384247015
381133.061494688,446274.518868906,-58754.0469745824,-73527.6667594463
423185.936085332,399908.477127644,-1121.18899868448,-93590.3092574098
464224.498985382,496012.410247069,2326.50131355553,-63502.5312975244
73542.0837879881,797510.334983144,275078.034926262,124138.187958301
356991.061579454,491743.431515417,-21795.2234966775,-81691.6954496292
417336.930214435,504613.209576098,101223.321007422,-79079.5072506046
360301.378988054,535403.934025166,72062.2959098077,11356.3647793964
394720.992938791,623834.372442133,14254.962475169,-14842.4685536409
370415.885718693,560048.856234399,21209.12747213,-41940.2596551814
346741.65567742,507966.242836484,-7108.60725704975,-58806.8745437344
458257.525999495,383274.536979188,-41495.3870929979,-110774.609223389
320914.440455727,585446.972244352,263435.702484387,154790.649227894
464150.537489993,327315.717465537,-10105.8511194513,-155521.924977933
355645.541485425,534285.661887706,56928.4800709821,-17370.5966560804
-34982.483498311,463977.030327993,37892.0763671386,288512.676211291
464329.10384402,355699.189726746,43718.9312665702,-116445.825053274
416987.000820266,372930.524512624,-90360.7983031429,-98484.8786811705
442127.448642372,382494.532316017,-79554.3975875865,-129799.969777652
255578.83536428,431607.057873888,71353.3711454628,-85807.2700721671
-16707.8373125133,355852.662810589,102795.601185641,182763.715280658
220368.601619065,658515.776637939,172437.492746999,197802.868888278
427386.574463138,507914.638949179,100315.810354672,-39201.0865311124
437975.230185223,430190.788783266,2844.78173023782,-114324.118470035
393594.491580875,366787.686650804,-76461.9315191582,-125395.285139987
396755.22566179,436475.522153689,-65015.733526896,-62663.4796356435
427293.652604182,361904.668600102,-69918.8466545157,-136200.526799045
435628.786114592,460434.603133982,1646.18683742202,-105883.318898414
440263.36429762,383072.460648784,-69031.6079384489,-135860.729369931
418509.513470103,404613.146860887,-47658.7500331464,-121742.591208439
440365.706466519,351272.658859092,42742.5254052538,-154276.635772154
438954.674079938,346050.84242928,-6865.93299026995,-134560.181297161
567243.167497826,312413.972014908,77093.006234252,80681.4023927032
428159.986146966,335073.861096901,-1990.44017517784,-72773.2346866297
465048.59649992,224245.154704757,-83863.9133704419,-53878.772424538
440083.460727798,288359.752606237,83396.8621307363,-54176.6405857884
403167.319247995,341684.369480763,127167.657369523,29907.2797789003
458868.404416087,301048.941152501,69152.6267671457,-78090.2117251152
434930.480757165,243786.064316825,128610.027347989,17258.0048913768
483548.618501181,332557.265677483,135413.88986991,322482.559573879
469287.027434404,308935.008631223,-36044.5044181062,-11301.5565190854
386218.424518801,240300.018322938,18433.8397857462,-96249.1856130678
513392.935089542,351992.116606957,96675.1675966585,-67910.8171696124
437214.265063758,319335.454370806,81613.3850166169,-106084.502385499
412330.68755062,300008.16355641,460.213293521985,-97501.60052898
428754.043744809,263473.836844448,63997.187968239,15797.4410221875
476274.499294298,337330.905729789,-33045.6497105997,-68929.2244778634
460462.662141223,421331.427343424,16238.377071243,78107.3998851548
395965.422727635,331093.419368229,-65338.8039057392,-61960.9601610433
505273.998982323,358691.605780495,-7433.79974721889,-106043.971231388
407191.642728747,294435.648889175,-109043.875084831,-97773.8371695705
458345.21609934,352523.229767597,-70507.2404940274,-112695.096469699
420206.235724465,261111.965395846,57812.7069936565,102013.761598549
408688.247558693,191798.405378659,151259.383764112,7721.15897943801
336801.008524118,70946.742497076,55501.1899280862,233978.729489002
406103.862003653,245177.986773033,91631.2757968233,10126.106215858
437466.961697229,218758.668016699,-13480.4397186145,34570.8712844363
383217.412993065,203530.705092015,-82958.1655243413,-8824.37563225828
181646.219460007,153063.868774432,-108118.829504676,-50240.2459211566
289274.843259669,154462.863822298,-2410.31290611898,-30849.5780804143
228340.901854752,291401.888564902,-13110.3363865945,-50768.5398985593
463928.541783958,318785.528527834,2908.44016568131,-98429.9923881358
507489.928490365,350402.67257753,29413.7765911612,-113436.359253236
488544.882661297,327699.806225606,-11223.236558657,-143230.796453457
421067.161174644,332598.265942439,-25885.9260552431,-136816.865133749
471393.836599475,387221.416718746,-341.549554038473,-89167.4996257047
423375.223000524,430025.737531112,-73552.6762216429,-66615.1962368978
433577.105471422,328309.351520371,-16729.1178924666,-77591.0789886275
418464.75630808,373194.033049872,-30551.2270855065,-68177.4659639681
479065.74905973,319628.701280199,11652.4808636269,-85315.2690192508
517317.671300603,353840.323668138,133060.348838446,35489.7594700069
544239.086432865,304865.793011797,-1156.68640086456,437685.354036644
470330.390500824,408449.021767354,93854.7152385768,164986.889797137
502573.172884091,377275.954822168,73234.37083549,-4986.86906518691
489774.854824309,395163.904180696,32221.7883428603,127430.938106595
344035.926768287,265721.038083902,94819.4847665813,31671.0916018826
406878.366786276,226505.709077313,76700.2162386169,-33734.9883453052
468740.516807959,300873.733363949,9885.03532839088,-124774.544807705
416196.225930606,211682.898511401,-81802.4228572018,-103456.285611596
380201.292136341,169440.350648947,32569.7436679447,-44830.510921158
446627.611709109,307450.374083687,-56172.0173456535,-107733.834471378
540448.693864486,330686.831361464,8891.08600862643,-28608.2186075198
553511.666276327,377006.996562383,-1194.3186534889,88944.8943343835
560871.454510237,356667.27565063,-71224.3032255605,35743.4339309459
488087.879371375,277667.6355105,23825.6569864037,-97538.4160091605
460912.486150936,270014.496257745,47189.2748157023,304566.457144333
435471.872181794,152611.286595964,-22672.9759721909,58059.8602499275
349052.800677955,168155.071880961,-141595.170720964,79633.5161709576
438951.928060022,196355.233504247,-27930.0743216687,-83237.7506743733
502439.959105965,151142.786387148,-21828.7962917429,3438.95939386394
378730.302807026,268310.329347768,27306.4134637672,4029.37302576294
470896.85745296,273411.019823947,23777.7577581715,-111468.095526997
527087.5274058,305766.782496603,10368.6101674504,44150.4050469056
442776.787535365,274289.929098902,45413.3830514228,100621.622857416
470060.495148894,278545.732035579,-93573.2294363232,-21154.5419718123
420779.422526318,268569.639900956,-74083.6886548124,-89418.8684101344
575342.147531934,224648.779892034,129248.605787333,94565.8316376888
581463.568530688,309605.373474599,87781.9565802602,-47437.2856152719
614136.072164328,191555.911450043,127894.382209909,95798.1360391298
701395.488403611,222880.510883624,-5366.62737179767,134429.774305547
505270.480209968,229658.357810383,115455.762575593,-65379.2336216967
484159.494866367,286445.575134195,-21262.4134301393,-40770.4868148471
474421.934242916,307471.917380703,-37845.2380027917,-127125.155314167
426030.896323949,255853.176089129,71278.3378827902,-53918.8631155495
435264.75169323,217371.192795739,5331.48435786954,272577.545911258
399748.824406006,344171.408676732,-44843.8459632286,-35507.9425961037
347264.195208697,405900.21613584,38451.9640018894,-82022.5832831257
297788.643961687,332044.873778712,-21122.1779737707,-76939.7875795306
407422.702267678,333645.847129949,17250.6033412507,-121840.564615584
371327.308337976,453778.782400599,19984.5417984622,-10802.6116976399
497654.57301973,212897.562158659,79681.5579893612,-29580.9252402305
458248.712511598,269479.792683113,-7521.77806175179,81765.3516564727
308124.311359847,190812.247798462,91599.5553881387,-57120.1878251177
477797.470145142,353035.630357245,15586.274930655,-74320.4164376809
393845.742881389,330340.627240176,-24016.8801170814,-70325.2051250183
494219.850297497,271839.824438314,65280.9478845917,-54413.9454837129
454961.506109963,310773.75426269,-36789.8247919644,-68905.4236061794
422371.934465092,328078.279593808,-53628.8984403274,-117201.736904426
418048.737571042,331643.412096447,-35285.804796901,-112276.193728288
408787.448320017,252592.232620498,-49362.8061972044,-86912.8247788138
424670.614334952,334629.303661061,-107620.194105011,-25599.0532640743
522135.754296682,297407.384860505,108344.432418682,38767.6681847353
447034.345561514,297986.021678151,34391.8569512799,-105529.926413263
449375.042000135,311403.637658661,66032.1574866344,-28811.7359128291
433475.94310682,313463.265064077,-32914.6236227187,-95639.3833158485
413938.300163796,352697.965825769,41456.1420698866,-88316.1995299825
345536.561119551,296331.011861928,-45604.1167585189,-102137.5186439
479039.726345402,314390.568810897,34837.0329381624,-99757.9346185292
440104.190268378,345298.758660749,-87005.6288238986,-141603.902726849
349911.480123732,326302.965578445,-99054.1335040689,12302.2300003002
525824.956927822,450489.768141381,141593.267825609,66367.4261753618
477245.045519856,363115.752784035,-23802.4796600038,-63872.5159377189
519604.721387668,385224.026797826,54121.9785323105,-37785.9161163806
512396.908741589,316539.360842858,80326.0260205307,225834.718024849
395835.781395276,293978.522896667,31342.1046914994,-123315.983231727
442032.73213132,303874.074371202,-5138.32316812148,-92914.272792722
539659.450276907,267341.622596555,85273.9810229367,-44790.6589821422
451300.545802325,259527.947556058,36966.9294643896,-83048.4355698811
514571.90239091,272931.027760495,33233.4269481352,-25918.397864631
498327.498101307,286835.160737938,-167389.564986929,-25350.9890819969
448495.609505426,308865.443530461,11660.2874157789,-99034.5479786761
481430.428641131,320830.250514394,94147.9450883616,-71670.1701325647
461303.359561629,271321.161607169,6270.70168154067,-75065.9566797107
576320.292058637,329598.751469767,116905.418295942,315493.356215674
510263.19742266,267171.239875819,-5657.53411194275,-3157.48284248257
470566.733395981,289552.760701992,-85711.1729429364,-66940.393575238
416430.722839168,372129.561348383,101785.374952092,-15050.9307033952
474609.014093715,284070.558413231,-25580.8085801997,-71308.9561203442
448656.10066857,314229.811492397,8383.22465974068,-28257.3161121384
562903.446354185,233787.972752131,110751.101551026,-27369.6689269491
577660.835494575,237713.390021998,60086.8295790884,32837.502510394
505078.45004675,133551.674716789,92338.5437380739,-19070.8382279321
403693.323667733,300773.712144609,13383.5508992642,-71862.2606001403
413298.9611589,357770.310719245,-96199.8758193026,-60268.5471651295
468278.906630016,308757.533026187,-29619.7513457088,-65319.8010831461
504036.834139395,295387.22545457,-20190.4732555113,-90697.8306940517
517904.506314085,280362.624132495,33699.4948681461,-2855.69812659014
565375.183965477,178398.186593615,357.108089327245,168993.824341387
417733.540007673,338328.777738796,-66496.6204824094,-98164.5814748644
389716.099512857,337665.369644282,-75921.6784952467,-34000.0817104426
419829.635970266,321677.76726971,-56005.9132554997,-99491.3468767054
397756.63885939,156161.860101765,-24309.4994731766,-57934.8048192902
438501.248363466,363101.179190486,-92308.9962388086,-50732.8093979135
437857.59949308,377269.355533604,78950.6013292321,-50249.5013119109
381930.658425445,292084.808945856,163591.21303689,85323.9015088956
557819.211999627,257414.180192588,27855.714321606,157837.313123336
483714.713626935,276424.941679644,41995.7633225795,-115503.771609468
450274.871984266,296172.124515336,-22716.6025667201,-92726.2342601357
499538.98674563,371658.998669312,38590.6510723917,-25100.5402575068
478977.944213288,283930.516588367,68051.7625501008,-56583.7825709748
444868.882760645,335520.635324416,-21524.0896718289,-65610.8876467505
458242.826810391,330836.461096312,-72735.4493498499,-132905.477847271
442968.439207088,327567.482825086,-1204.13958206757,-101264.651179218
452172.976478778,281722.664505069,-130411.458893108,-73104.068890858
428676.171664429,335785.894478782,24674.8694050467,-51704.9255410216
390287.515540226,299903.384189595,-17368.497735404,-96572.0676810579
405211.980745871,287340.870124184,-54156.7354667744,-130696.696574492
490364.52740619,306977.715525689,-55970.9378767238,-57229.5878936235
424194.071256608,312606.468933496,31570.680718468,-97438.9248243945
427318.9108308,367312.259132458,74614.4006450626,30901.8510505763
477911.659669124,305126.177581636,17167.1047032195,-76416.7203563041
516747.3260265,371002.386819747,-66927.1031624462,-59940.5325100866
400718.717985689,374947.330923666,6928.07368253462,-52832.9625862357
457390.068140734,359015.8953776,9364.54132650451,-111380.73726448
451534.617059676,370536.372120677,96002.1602476708,-9417.41290126878
414909.116093695,270200.912854268,56221.260371998,-141528.077528562
421985.359539414,327633.226882985,3219.52370526132,-124874.714965026
404936.572047412,328481.940231546,-1532.77346404718,-32042.0838006391
434415.181621181,291273.487701749,2385.08756647295,-71899.6347566888
